	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AARS2	3.296422	3.973313	5.74902	6.78885	6.123681	4.562944	7.32594	6.44019	4.426627	5.20879	6.909724	4.92965	4.34143	5.99333	5.16587	1.97862	6.325709	2.196196	9.11284	7.595633	5.89711	5.18469	8.22805	5.496318	3.97513	3.52489	8.80122	3.65368	3.496129	6.64655	6.524555	11.53171	5.35712	9.09462	6.1014	4.60864	8.56849	2.51056	6.45672	3.20083	5.286043	2.62304	11.79163	10.156949	3.54251	9.240687	4.89002	5.08394	5.7437	4.97663	9.74928	5.06344	18.40267	5.51269	2.57642	6.279133	10.47014	6.926906	6.77068	8.82425	3.1346	3.356302	7.21235	7.67936	4.749335	9.21454	8.72802	5.94108	8.41107	5.865359	6.50615	9.85907	8.69166	4.75335	7.257784	3.82537	6.323883	3.31201	2.152192	8.694336	8.27864	8.41987	10.379543	11.50857	6.065626	11.62626	11.90753	7.78082	7.577643	3.1481	10.639028	10.48978	11.17983	8.8979	8.35619	12.33582	17.66496	8.70892	7.13958	5.852853	8.334253	9.85232	4.40679	21.12907	8.95781	5.4878	8.070188	6.39121	11.45234	12.68658	8.36095	13.98076	8.01104	5.73602	7.482794	13.06294	9.69458	5.6171	16.333115	5.26824	8.80756	5.07726	8.27042	12.33008	7.82065	7.53699	11.644539	9.51537	7.736255	10.98442
AARSD1	6.36192	4.34848	5.29414	3.52478	15.04817	2.574	10.049427	5.48482	4.12581	2.0505	6.42434	2.37658	5.60347	8.05476	5.31903	1.94369	6.47954	5.24819	5.1794	3.8537	10.31619	5.36543	8.34676	7.56787	4.6824	6.22523	6.3555	3.53565	3.77652	5.67043	2.89369	8.449	5.08007	4.19699	5.40641	4.87859	5.30057	4.16548	3.4573	2.22547	5.96591	5.32851	6.89125	4.48105	9.88332	5.96514	3.0264	3.01223	4.10308	3.28532	9.89133	8.947	4.37539	4.24732	2.92207	5.1036	7.38744	5.61725	8.09099	12.998676	11.06936	5.96457	4.94608	15.11221	6.06738	8.7986	9.94366	4.3633	12.87749	7.74849	6.737164	3.76144	9.22672	10.01628	11.265806	4.71754	4.21223	4.67011	7.73151	9.90289	3.07405	11.987986	NA	4.75445	4.69867	6.56675	NA	6.64671	NA	NA	NA	6.12288	5.9379	NA	NA	NA	NA	NA	NA	4.95877	NA	NA	3.37441	4.52428	3.17511	4.91774	NA	4.2041	2.14574	NA	4.97668	NA	2.71401	NA	NA	3.3218	NA	NA	6.40843	NA	NA	3.27624	3.72013	NA	NA	NA	3.53158	6.57439	NA	6.4341
AASDH	3.366341	5.05553	3.72321	5.82504	2.638725	3.729648	7.06991	5.458326	7.83515	4.10888	4.772281	14.528338	1.726544	3.27566	4.7989	NA	2.26241	5.34332	5.386146	5.919127	6.134147	4.764099	4.388127	5.274723	4.990547	3.5794	4.33264	4.52439	2.993163	3.914651	4.65682	5.361969	4.556109	4.562679	4.607377	5.46955	12.93364	6.527004	8.740614	3.178521	6.80068	5.855997	4.47919	6.43181	6.175757	7.571787	3.829913	5.587092	5.18389	6.565315	6.246792	6.165044	5.78558	5.531304	3.200834	3.653979	4.51733	3.24656	6.75768	6.680051	8.38714	2.616079	2.924308	17.77065	5.627018	7.050159	5.47623	2.75752	6.2973	6.747048	3.858349	10.008405	5.58078	2.08534	9.265936	7.805655	7.437063	3.788258	0.713361	6.15289	1.04098	11.385681	213.51026	231.65794	18.484436	460.108605	290.828754	495.929597	365.430298	10.53564	368.22257	389.17667	466.14907	6.18643	257.470671	416.829136	477.02685	452.96813	11.52866	439.702301	391.479465	444.967283	305.981858	565.55784	6.70699	501.00612	289.62854	282.599495	537.337797	425.762832	339.84042	361.17664	7.617265	7.133161	277.817285	162.656571	51.96059	2.92488	430.444926	242.465752	139.8736	370.526298	572.801201	460.02512	808.69078	25.29055	12.396196	13.121101	339.32989	242.12762
AASDHPPT	8.382984	6.45699	10.2578	6.61079	4.838392	6.1496	4.685748	14.7535	6.72029	6.888523	5.436368	30.66149	3.760943	7.3157	4.393996	1.04036	9.87933	13.14837	10.1236	14.338351	10.3075	10.2107	11.32999	11.60247	5.06508	16.2158	14.9045	12.47721	9.39824	4.68901	5.078539	16.69257	12.555052	7.296817	11.194532	9.7533	7.190875	12.73169	20.85516	13.60506	8.571079	10.027493	11.96667	15.28309	8.473515	15.78343	6.10445	20.452643	34.17349	8.0218	10.944122	6.304115	7.807198	3.986845	9.83626	10.1968	9.68388	6.59148	8.02502	8.85862	8.32707	2.995285	11.44166	3.46618	10.2167	24.41894	11.41053	5.75409	8.196519	4.004494	8.22063	9.913212	5.850394	7.14688	7.907563	10.291663	11.621908	9.859211	2.87328	5.186021	2.295446	18.153359	4.569473	10.14649	5.40427	17.76675	10.273	12.68508	17.18214	2.97394	5.56738	10.24501	5.84751	8.364997	10.01715	11.96057	34.22166	10.52449	13.8587	12.044173	21.72701	12.2929	14.76587	9.38674	2.90497	5.0825	10.314062	8.576881	7.40748	7.39979	7.58857	15.32507	12.011395	16.30823	20.01848	9.66064	12.85908	3.7707	8.18793	6.65385	11.409579	8.66561	14.76391	8.98284	8.62542	21.06369	9.369357	12.28017	13.525	11.44027
AASS	17.52426	30.62867	5.60841	1.52082	4.51872	71.60697	7.57211	9.402143	4.318539	8.008059	5.842873	42.374851	25.533633	4.14831	8.54737	1.22827	2.44636	54.57734	10.49311	12.343786	5.773415	8.07418	5.99126	7.022201	6.69316	8.33412	9.73322	8.702885	10.588604	13.00162	10.473129	8.744459	7.524408	11.342054	21.568136	3.645518	11.867765	24.294121	7.998442	7.54275	5.567352	9.658543	58.44471	34.62495	19.292607	18.212964	6.295471	51.394421	2.98102	1.633862	15.885285	7.840954	7.222322	5.974708	3.042225	7.317513	4.148502	7.54125	6.32576	5.28634	10.5804	13.723808	4.465095	9.58673	9.53402	11.95558	20.050662	7.4174	8.60296	13.881846	1.45229	17.30341	4.102036	3.253284	3.07729	16.893441	9.363362	5.554568	4.986391	20.0685	9.592226	7.033529	18.428615	6.160368	4.06759	6.43511	17.58581	9.020729	13.173556	17.362273	10.261308	3.707426	6.3356	9.40451	7.458735	21.107162	8.320765	8.304368	7.430116	6.983653	20.77267	5.87155	15.325256	6.183857	4.60942	9.28393	7.76028	22.18929	4.747487	3.23561	15.85641	39.63955	14.768118	6.24112	5.33168	12.42585	4.888826	16.2271	9.759844	4.538112	8.26328	10.60048	21.68618	4.64569	6.2953	7.619757	19.40492	19.552779	7.886477	17.45502
AATF	7.53224	3.69044	10.41149	13.7906	8.80233	8.798087	16.415298	23.232262	4.42796	4.63967	14.449001	18.927523	20.724918	11.5028	2.45795	3.35847	14.2033	6.91153	11.2057	28.77527	10.3196	13.3893	30.2828	18.89682	20.36706	36.2238	36.1207	6.20234	7.50155	6.43627	25.3648	12.79565	23.61957	6.68108	17.8529	10.375	6.6897	5.66291	7.83244	7.365454	9.7157	22.69319	21.944151	28.86187	29.436766	19.20399	7.43046	12.60321	5.39213	5.69147	19.74241	10.789833	16.86535	5.32106	3.28537	9.7185	6.70486	4.13278	16.60663	12.770756	24.37977	11.117514	9.8648	20.90788	12.7179	20.13288	10.937999	7.959193	35.151061	8.32926	8.07	16.399322	5.01836	13.5747	29.67358	14.037005	10.445158	33.399647	2.94444	7.33186	3.49834	20.560421	7.21778	5.93107	6.36525	8.4305	6.665391	20.1106	12.53279	27.600072	9.83578	6.53997	22.86538	7.26964	15.70765	9.15169	22.67763	15.52405	16.6175	6.20119	8.493395	8.08631	5.833069	12.006	5.04611	5.741704	10.805378	5.64714	5.58966	5.33069	8.29443	5.9242	8.347824	18.42213	5.98684	7.322752	7.94709	7.55321	10.7081	7.57506	6.16358	9.16117	7.10279	7.38856	7.92246	20.08725	7.17934	12.4063	7.94311	9.86246
AATK	6.523149	0.55393	23.69567	0.59748	NA	2.5713	NA	8.56853	0.649555	1.46409	NA	NA	NA	2.41973	10.924988	NA	1.768762	4.60214	NA	1.755779	1.554082	2.593225	0.640177	2.145242	2.157	1.792874	0.690823	6.54195	2.84529	5.39151	2.77469	0.477971	2.865419	0.822179	3.3928	2.59697	NA	NA	0.710586	NA	NA	NA	3.521714	NA	13.134	0.522585	1.84526	2.79103	NA	NA	3.32317	0.882692	0.956909	1.969377	NA	1.419803	3.242039	0.689942	0.771212	11.413904	NA	1.62418	0.564333	NA	NA	1.726645	7.52744	3.74394	24.069139	1.406884	NA	13.584726	2.940967	3.200043	0.926264	0.838694	4.07277	NA	NA	2.18055	NA	7.967353	NA	1.348799	3.79886	3.042126	0.783921	0.84811	18.01441	9.469697	NA	NA	0.991485	2.273307	3.880765	NA	NA	NA	NA	2.041109	NA	NA	NA	NA	NA	NA	1.845583	5.573761	NA	4.13539	1.622915	1.26579	NA	NA	2.362272	1.7285	NA	3.35868	0.912972	0.961839	3.046747	7.51437	1.667242	4.892187	NA	NA	3.66874	0.69245	NA	2.24423
AATK-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.433075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABAT	2.91893	3.428615	11.0319	2.399161	2.861982	3.27721	1.757712	2.882726	0.672412	3.09818	1.612073	3.22549	0.497796	1.734004	3.47288	NA	1.57016	1.48859	2.19763	1.75869	1.42331	2.34433	2.654334	2.010638	2.05563	5.02975	3.839332	3.70707	2.948449	3.64271	0.607903	2.693617	8.794342	2.669891	4.276942	3.534461	4.352628	3.32437	2.871034	3.386783	1.208593	7.299155	NA	1.951655	2.253382	0.924116	0.560233	2.6574	2.874713	4.19774	4.119264	0.771311	4.476145	3.649911	1.707451	3.88335	2.993663	3.428815	2.407622	1.3008	1.736393	0.566909	NA	5.550951	9.56003	0.741247	4.120112	6.22584	3.011169	2.942302	0.496907	3.682578	2.442	18.10143	0.899959	2.969937	3.684015	3.57171	NA	5.986711	1.42261	5.05563	1.85262	3.652666	1.491876	2.388415	4.511467	1.444565	3.83277	2.890503	NA	2.067022	2.20159	14.284389	2.711438	3.2998	1.33852	1.797937	2.27232	4.598908	4.989733	21.16645	3.41448	3.26165	5.82416	1.921838	5.291981	2.295948	3.07491	9.83102	4.93219	5.28012	2.94252	2.989082	7.543611	19.68168	8.741434	2.69415	5.00357	1.54563	6.045341	3.086056	5.493903	0.770615	3.02859	9.510359	11.628455	1.43088	2.442828	0.745195
ABCA1	30.505416	34.22716	9.41222	55.06939	39.9895	150.59054	16.57699	16.830741	78.179732	49.87286	15.284043	14.532454	15.939761	10.9465	70.36766	27.220677	7.08368	43.48474	14.97879	52.280015	7.25528	31.82983	18.48541	31.742587	21.3695	19.5629	19.3004	6.236284	14.97234	14.038242	29.555835	6.862763	73.71825	15.6546	26.63749	3.99756	60.06117	7.92009	48.53794	38.13492	15.133251	18.246206	38.77003	28.634635	25.862101	72.412884	17.184503	33.23407	889.08665	13.2905	34.90424	59.21013	52.606217	22.68163	7.266757	10.9348	46.87632	21.61161	14.60753	73.579678	44.553249	7.479125	10.03484	22.57724	7.31174	6.116888	53.21665	28.9409	29.444493	32.595122	7.20981	59.207364	105.47243	41.51584	37.576313	42.641804	64.28082	16.537758	7.586906	74.65842	10.332	63.155542	25.87812	7.75213	7.566685	32.5626	85.00851	57.51065	43.465811	43.64605	63.30582	10.5071	10.1467	11.91	100.477711	54.69024	46.224959	119.7515	16.6384	14.6509	63.1362	21.11037	43.287235	143.10388	7.586206	21.5804	76.71433	36.03386	19.55257	23.723774	15.13126	12.419823	27.463092	98.09334	59.38005	46.788639	12.63211	41.083986	13.7966	18.51503	53.92282	27.92553	27.883454	25.05477	11.4982	28.33548	50.4679	39.49027	24.0555	6.67794
ABCA10	12.043793	5.376323	NA	0.40983	0.564828	5.206247	NA	11.258263	NA	1.17504	NA	NA	NA	NA	7.62155	4.08106	NA	4.144905	1.11442	14.070244	NA	NA	NA	6.090362	19.142243	NA	NA	18.669281	8.207736	8.843002	4.211906	NA	24.035263	NA	12.131193	NA	2.045305	6.618762	1.16307	0.596264	0.827053	22.420687	0.816212	5.966613	0.571023	0.621333	2.323701	8.053278	NA	NA	20.181028	NA	43.859632	23.6477	4.24123	0.898586	8.328342	0.983237	NA	0.373456	15.497761	4.061306	6.124076	NA	2.198983	7.009821	26.273093	1.79738	1.207844	NA	NA	3.110792	NA	NA	15.563732	NA	5.797211	9.550804	NA	0.830896	2.19688	NA	0.352471	NA	1.34969	11.292696	24.156749	NA	28.41804	5.707454	NA	0.645397	6.265998	8.203043	23.357199	0.278824	8.661976	6.769993	17.147445	NA	27.429321	NA	25.736612	NA	NA	6.038365	11.892121	15.706131	3.467638	12.693609	0.834478	8.705326	6.204171	NA	NA	2.46247	NA	36.196253	NA	1.07328	25.011783	4.442663	NA	4.510919	NA	29.36819	11.199526	NA	10.087404	NA
ABCA11P	6.114015	1.191484	16.566928	2.33	5.268725	1.358239	3.103829	3.70963	0.520878	1.805794	NA	7.670319	5.929362	0.866807	1.822817	NA	3.6356	2.775441	3.228279	8.792062	2.141783	1.15474	7.740199	4.941032	1.811977	1.18759	2.07141	4.440437	NA	5.119712	NA	1.719687	8.295435	3.891372	4.03736	9.566984	10.888114	2.290024	5.599814	1.567476	4.23993	12.82393	4.484741	8.302941	4.462223	8.992873	3.198883	9.396382	0.657553	0.511659	6.324527	1.99811	14.70169	4.502279	3.337792	3.89189	2.223464	7.595387	0.68277	1.997047	2.855615	0.943247	2.173692	NA	1.04187	2.15673	1.837761	3.025445	11.3545	1.789122	NA	6.710876	NA	0.862686	8.744477	8.425397	1.461785	0.818471	NA	4.034489	NA	3.51844	3.002424	3.887091	3.428356	3.826714	7.265409	1.864713	6.986686	0.555134	3.347668	NA	3.593331	7.539838	1.974011	2.400597	3.093029	4.762149	0.861331	1.558604	1.778728	5.109462	3.885078	2.121345	1.00154	7.517253	2.839256	9.526972	2.935342	7.325534	6.432885	7.650536	1.650484	5.637936	3.792686	8.574225	2.30043	6.67794	5.314399	3.637653	4.516661	3.474526	2.214252	7.793514	4.802864	7.736298	1.766911	3.64375	5.658345	0.956629
ABCA12	NA	1.30955	4.922747	0.319317	5.10542	NA	10.599417	7.491853	4.355783	2.6801	5.383104	2.134387	0.409995	6.855589	NA	NA	2.240627	5.29872	3.36052	NA	3.714958	4.354139	4.621777	7.014904	0.375094	0.795672	0.795555	0.792818	2.593981	4.408429	0.78833	4.213257	NA	1.867279	4.441546	12.93534	10.134527	7.807036	6.72354	NA	12.082832	3.859585	15.504661	10.31709	1.603735	22.149098	2.372917	8.69391	NA	7.91479	1.995984	4.005721	NA	5.905554	8.02606	5.76097	5.644073	3.805969	8.506714	4.954299	NA	NA	3.88231	1.467409	4.491164	5.374769	NA	NA	16.114749	NA	2.261109	13.276502	6.01287	4.821607	32.277509	NA	1.2897	NA	NA	NA	NA	7.28204	29.72429	4.738289	4.722615	9.977949	NA	6.471326	1.010957	NA	NA	2.678505	6.28841	12.892081	NA	3.327788	0.767665	NA	3.544889	8.678171	NA	1.735969	0.572133	5.214322	2.897891	27.17236	0.725361	NA	3.87767	1.311363	9.51183	NA	12.46812	0.772946	NA	5.87327	2.041197	NA	1.46068	14.97133	NA	7.166707	NA	NA	11.71303	0.9126	2.985412	5.2968	0.527382	7.4839
ABCA13	12.244983	2.446827	5.670855	NA	10.720569	8.313956	7.760102	9.012756	NA	NA	NA	5.033889	5.08128	3.60909	4.61777	17.871382	3.25541	3.127633	NA	9.402959	0.62288	0.510862	13.734402	9.710098	NA	5.123716	3.658005	NA	10.920423	8.03453	5.963191	0.981688	NA	34.375839	4.407302	6.037018	473.172326	8.258418	15.904786	NA	NA	114.784068	124.442332	85.698269	1.2598	19.283762	10.208209	8.043953	22.868308	3.871419	32.319425	67.589623	NA	149.834197	5.959229	22.60173	5.927308	142.24968	NA	0.474553	11.638657	1.922883	66.220026	180.034739	4.296753	144.3425	8.879227	3.98353	NA	10.83855	66.615386	9.55568	14.435813	85.41069	313.618497	2.78432	3.179768	4.507766	15.857123	0.612188	NA	1.656918	11.609822	7.069219	NA	10.190615	15.479743	3.54415	1.001532	3.557656	NA	10.37448	11.54815	NA	1.197803	6.441516	33.615733	7.515961	39.603992	5.48384	3.835487	4.056045	6.73319	14.918807	3.38353	100.229318	8.125291	NA	7.254966	1.065892	7.924969	NA	NA	NA	6.037702	2.145513	NA	25.730616	9.818771	NA	3.390358	10.861177	28.211102	NA	3.364317	1.507799	13.453901	6.933386	3.524401	14.826863
ABCA17P	NA	NA	NA	NA	NA	NA	4.65565	NA	NA	NA	1.658053	33.966695	NA	NA	NA	NA	14.126347	NA	NA	NA	1.61213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.156602	NA	NA	NA	NA	3.259737	NA	NA	NA	NA	5.485755	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.966709	NA	NA	3.31198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.449156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.691016	NA	NA	NA	NA	NA	NA	NA	NA	0.95308	NA	NA	NA	0.967408	NA	NA	NA	NA	NA	NA	NA
ABCA2	3.063629	1.83628	4.40842	6.966	3.11777	3.524224	4.84753	1.99964	2.19019	5.32087	6.23677	3.32169	3.107373	2.41428	3.77193	5.373642	1.68217	3.24874	5.050982	7.16586	3.35391	2.07832	1.311735	2.74027	2.21592	1.69063	1.96414	1.55667	1.71005	2.89748	5.65984	4.74634	6.72036	2.912411	5.16623	2.41328	2.13971	1.34843	4.051334	3.02956	4.51199	5.86774	1.671594	2.05597	3.76875	2.05806	1.7178	1.48907	1.76744	1.72213	1.99359	9.59827	5.87193	1.67837	1.80536	3.54369	2.43666	4.1519	2.16101	2.42868	7.205023	4.64279	2.18125	1.385524	2.86223	3.758311	1.84961	2.973895	3.50306	1.17195	3.41623	3.00625	2.90412	2.761691	4.55202	7.27766	3.45679	1.64673	2.431253	11.11665	6.76514	2.30977	3.52901	7.14204	3.98487	2.45104	3.6565	1.62044	2.15812	1.97893	7.68544	5.22456	2.60433	6.13715	7.64284	7.124299	0.983303	5.05346	1.14733	8.2536	5.50899	NA	4.2736	NA	1.43518	11.54401	2.05243	4.30972	5.02461	7.14745	6.16775	9.63395	8.09418	7.116	3.56022	8.47419	4.21106	6.4914	3.10199	2.41703	6.39428	7.42349	8.07664	4.37865	4.854231	8.49031	5.35668	7.15664	1.71124	9.87485
ABCA3	106.07461	28.33785	39.11066	4.7179	2.97872	53.1929	5.15863	29.8942	3.59543	12.579	9.78637	20.91747	3.52227	32.4414	122.011785	18.1145	48.9079	17.0661	14.6202	63.174478	15.51614	2.46234	28.5285	15.574478	52.074327	15.5204	16.4052	67.74582	18.9835	25.4273	180.68466	1.254264	7.172902	13.59902	44.022647	19.78101	17.3699	58.80582	10.90075	5.542274	38.0136	53.4092	59.54113	17.37346	81.9962	4.15143	16.77526	37.8027	2.276467	1.80135	10.57737	8.10575	11.5575	1.25336	2.97618	1.9402	1.696985	7.25643	12.722254	5.94488	NA	44.15538	5.364171	13.47179	3.93839	11.93763	22.243101	17.8458	4.176224	20.43371	NA	37.31794	3.030245	8.367462	2.45662	35.82042	40.28001	5.64976	1.23068	45.24945	19.26297	4.340331	4.21605	8.89795	57.5317	15.13309	8.86264	5.33613	52.59938	39.32683	3.24999	28.0036	2.22392	8.251734	56.74917	17.535647	4.2215	21.438555	5.99401	11.115	28.784661	15.96337	12.70605	NA	9.89303	6.02221	12.16799	78.6197	5.99617	6.53763	24.934392	49.04044	30.32285	6.26539	6.27802	32.01456	9.74217	52.53864	10.7316	6.46846	19.30943	10.7397	41.97444	13.01079	48.3835	3.97095	4.65979	42.80448	5.18952	8.32027
ABCA4	4.27546	NA	NA	NA	48.77993	NA	66.45446	5.19106	1.89479	32.373491	NA	NA	NA	4.121876	NA	NA	NA	0.53208	67.8841	7.752042	0.923125	NA	27.80753	9.153653	0.918722	2.9931	3.08959	1.65202	NA	NA	NA	31.758007	8.723931	NA	2.30386	NA	2.27853	5.86976	5.64425	NA	NA	0.864133	NA	7.176685	NA	12.723555	NA	3.78021	2.1511	4.61248	3.19454	NA	NA	3.55885	NA	21.40222	NA	NA	4.996925	NA	NA	NA	NA	NA	NA	18.72188	7.257756	NA	4.645587	7.718699	150.1153	3.13163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.584306	50.377412	NA	1.74812	NA	2.149842	3.432623	NA	NA	4.45397	41.67772	NA	NA	7.998275	NA	14.19041	NA	NA	NA	NA	NA	6.39932	1.295375	NA	NA	NA	18.840459	NA	NA	NA	7.072385	18.828985	6.951182	NA	NA	NA	NA	NA	NA	NA	5.060443	4.466432	1.29047	NA	13.273	NA	NA	NA
ABCA5	9.963273	16.542228	8.932108	10.405353	17.322744	19.718973	9.253015	15.256175	13.112947	10.166359	NA	23.69086	12.919192	4.653268	21.720984	17.30587	2.6151	13.373962	5.434334	15.752036	9.678116	8.21883	9.612934	14.693012	11.721155	6.924757	10.703475	15.397591	6.30353	11.567729	14.700934	8.192373	15.712864	8.240536	13.859749	4.514004	13.762842	7.948379	12.965892	14.853679	18.611557	35.24697	26.321421	16.869809	17.315438	14.120344	12.757509	12.847138	8.46528	13.749047	8.656577	16.384498	9.773191	38.606844	18.013657	10.955968	16.909422	7.61096	7.921953	11.606583	29.333054	10.049777	13.947061	28.559033	8.529791	9.430588	13.126397	9.146761	8.009963	10.356883	6.954116	10.066454	10.083553	6.979764	10.705673	9.569757	7.996545	8.964811	3.474005	10.086482	1.95452	6.052757	5.353816	17.516195	6.639609	14.628126	9.029279	0.586881	9.18452	6.809643	17.920326	19.40446	7.1077	11.15052	9.89854	11.040151	9.22725	9.673493	6.67372	13.731057	11.862051	10.010438	7.43986	8.533155	16.65934	6.328121	9.909487	13.875896	19.107058	13.761859	10.145777	20.018617	14.81779	19.295219	13.151137	17.97633	8.589349	24.1929	10.186211	25.0128	8.578751	6.9757	6.03237	14.336622	14.256934	16.363975	12.31504	16.358377	5.082974	18.93602
ABCA6	9.931374	10.591431	4.343526	5.720932	3.268115	4.7066	NA	14.096374	2.605941	3.340734	NA	6.716914	1.02992	2.265777	9.75347	1.873301	2.784648	6.643299	5.191821	31.632283	3.123525	3.481801	2.708684	11.190632	7.639274	3.279373	3.07512	11.21917	3.634704	17.059982	4.94737	10.752998	13.42454	3.730957	5.377907	3.285475	NA	7.90289	7.58072	9.20387	1.287348	11.526099	0.700367	2.33869	2.639889	3.083401	7.927923	9.388048	5.63066	5.10579	9.248072	6.18411	24.965864	9.029088	8.135941	9.139269	2.12922	7.32442	7.901138	0.414023	43.357516	3.24302	5.282055	NA	NA	NA	22.56788	1.00873	8.302407	3.526761	3.03047	10.405182	4.44449	NA	7.8878	5.576641	9.529876	2.836862	0.963283	7.190126	4.826409	2.336663	9.670901	5.165014	4.15454	4.09166	10.3907	3.662278	14.867223	8.539416	NA	7.908018	3.19051	15.682933	18.25629	15.244469	4.12193	8.782853	9.64114	6.02833	9.63041	1.09809	25.49975	21.6759	5.87849	5.269094	6.922814	10.799181	NA	3.527857	9.204257	20.31541	12.984456	8.98143	11.827872	15.860267	9.146446	14.75543	2.175859	1.47029	9.123341	6.21701	8.834591	11.07208	1.89156	8.01299	6.63271	2.85844	8.852557	0.783496
ABCA7	5.19943	6.772967	7.53796	5.33045	4.655	3.87663	4.56663	11.66221	7.14425	9.98454	6.02892	2.821623	8.623278	4.580384	8.98279	5.26555	8.52082	9.2119	1110004.068	5.09024	4.47252	8.17812	5.266601	9.49024	1.49642	4.18799	5.01956	5.43399	5.5483	2.80441	8.53835	6.24886	7.43608	9.38244	5.83515	6.927842	4.75881	7.982719	8.21485	7.53216	2.828157	5.83797	8.00299	5.82153	6.41292	5.09869	4.47327	6.5413	5.935899	4.82625	5.09436	10.21451	13.83896	7.72363	2.53752	1.66085	5.35147	7.27947	6.85352	5.39101	4.665223	3.102872	3.17498	15.72487	5.39414	4.73142	15.26151	4.04151	5.698064	8.554631	3.14603	6.08005	4.2837	3.43712	11.31625	4.13986	4.02559	7.72309	6.67535	7.29075	7.63353	2.69104	2.291	7.59461	5.36503	3.21548	7.04966	9.58483	7.91876	6.44871	12.44948	10.15396	3.18853	5.74621	9.46434	6.128262	3.2631	3.18074	2.493393	3.89374	1.33188	NA	1.59174	NA	2.49054	13.56348	2.20951	9.9519	9.37851	NA	13.8433	9.253	6.6171	10.6846	6.3118	6.78083	12.8275	NA	3.02251	6.3766	7.65148	7.5937	10.78479	12.04853	1.47127	9.0945	12.2834	8.46422	3.29734	7.52327
