	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.679835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.296451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.186049	NA	NA	NA	NA	2.74882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM20	4.242513	NA	4.465366	1.566442	NA	NA	NA	NA	NA	4.119255	NA	2.130259	NA	NA	NA	NA	NA	5.234139	NA	1.083473	NA	NA	NA	NA	0.468391	NA	NA	2.817688	0.35379	NA	NA	NA	4.566584	0.433672	3.853901	1.330297	2.397269	0.508726	2.600096	NA	NA	8.206339	5.184298	NA	NA	NA	1.212662	7.16713	4.556215	NA	1.700022	NA	2.485678	4.195768	NA	0.338891	3.108937	NA	NA	1.178982	0.713632	NA	1.147885	NA	NA	3.496429	2.411849	NA	5.56023	1.423603	5.065221	NA	1.568699	4.744143	NA	0.508201	4.67433	2.613557	NA	1.072071	NA	2.951787	NA	NA	NA	2.033927	5.793427	2.560119	1.877399	NA	NA	NA	NA	NA	6.083587	NA	1.392496	2.144075	NA	NA	1.149086	NA	3.658774	1.454759	NA	NA	2.255841	5.052204	NA	NA	0.645793	0.814094	1.39589	0.581387	1.86794	1.1007	NA	NA	NA	0.545675	6.067443	NA	NA	NA	0.752769	9.974187	0.832996	NA	NA	NA
ADAM21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.483712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.424308	NA	NA	NA	NA	NA	NA	0.579325	NA	NA	NA	NA	NA	1.693483	0.456433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.861472	NA	NA	NA	NA	1.884524	NA	NA	NA	NA	NA	NA	NA	0.493464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.693178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.809067	0.498667	NA	NA	NA	NA	0.635293	NA	NA	NA	NA
ADAM21P1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM22	1.268983	1.620484	0.631457	14.695882	1.225042	0.945565	5.994663	8.294267	NA	3.771618	NA	1.579028	0.469056	NA	NA	NA	2.575165	0.433941	0.562152	2.218655	2.728851	1.11098	4.527081	2.376494	0.665844	NA	1.240489	3.160841	3.785855	5.237354	NA	1.695308	0.677673	0.485891	1.749534	NA	10.789881	3.315992	NA	NA	0.959123	4.87114	NA	4.118324	NA	2.100547	35.354561	1.379304	NA	NA	4.505352	NA	0.505723	NA	0.296838	NA	NA	NA	0.55643	4.89656	NA	NA	4.599086	NA	3.480868	0.756068	3.805787	4.703377	9.523575	0.435684	2.436899	3.604308	NA	NA	1.268274	1.182134	3.172874	2.286438	NA	NA	NA	NA	4.999392	0.908635	NA	3.347268	5.284641	NA	4.197868	2.826737	2.09945	1.330879	2.012112	1.75175	2.223786	1.10178	1.03031	1.41833	NA	2.196534	4.181533	0.549688	4.822703	0.791696	NA	NA	4.254655	1.134706	NA	1.24048	7.11185	0.674249	NA	NA	5.632678	0.874664	1.390268	NA	5.751602	9.414523	5.67719	0.787474	0.567585	NA	NA	0.660665	6.508561	4.594901	1.531857	NA
ADAM23	0.889714	5.564967	NA	NA	55.14965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993206	NA	NA	NA	NA	NA	NA	NA	0.954638	NA	NA	NA	0.569789	NA	NA	0.311202	NA	NA	1.986736	NA	27.62864	0.777258	NA	NA	NA	NA	NA	NA	NA	NA	3.811406	NA	NA	72.990443	3.209601	12.11565	NA	31.229918	4.167959	81.00704	147.87629	34.97952	NA	NA	4.728184	NA	36.948765	3.481046	NA	32.472477	NA	0.757998	NA	NA	3.789954	NA	1.16347	99.08725	NA	NA	NA	6.913348	NA	NA	NA	NA	NA	NA	0.777667	NA	NA	NA	NA	3.021374	NA	NA	NA	NA	NA	NA	16.681966	NA	39.71309	NA	3.600069	NA	3.175867	18.831681	NA	9.14298	0.555068	NA	511.99276	6.968883	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.941675	0.834695	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM28	35.985713	7.98811	7.116116	116.03461	26.80886	10.881341	7.002665	27.531807	43.46741	24.98968	11.537075	53.45765	9.767323	6.507203	8.622408	1.389775	8.76977	6.060353	14.63579	16.91337	17.095777	31.67527	7.993041	9.060191	6.65222	6.50268	7.25868	2.336661	16.545769	47.27252	42.843657	2.155494	53.13122	7.688828	9.32898	21.08896	120.5139	18.56616	74.24863	56.49976	17.622927	13.386483	1.65666	105.30274	19.771178	43.120851	12.1905	13.937472	17.162738	38.59905	48.12644	11.363658	62.79422	28.777305	12.027938	9.772711	4.162745	109.60578	4.081145	22.835825	31.256498	3.967618	NA	10.412341	14.512	53.63724	20.386693	11.247181	25.508972	9.450228	11.528961	26.10826	14.817206	0.796161	20.044588	22.061142	15.93175	9.4028	0.644155	24.946166	2.23769	9.050986	40.06691	8.59286	11.21143	38.949129	22.789562	7.850139	9.484169	12.248988	10.07261	4.838644	12.13338	27.67015	57.54329	13.912465	10.878146	17.905183	6.913939	6.866065	33.57648	1.828552	37.69252	10.726483	4.981065	26.99009	14.35337	6.461908	3.31762	18.31396	8.081233	3.586607	4.12201	16.398605	26.3155	15.012642	5.881752	5.83764	8.5894	12.922408	15.975732	31.43094	36.373055	48.4253	14.762903	21.16823	14.97223	21.462891	27.71489	17.92144
ADAM29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.808015	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.639471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47253	0.471638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.731172	NA	NA	NA	NA	NA	NA	NA	NA	7.164819	NA	NA	NA	NA
ADAM30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM32	NA	2.87583	NA	0.926026	0.704866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01556	0.770384	NA	NA	20.238379	NA	0.609858	NA	0.570125	NA	NA	NA	NA	NA	NA	11.879387	NA	0.73098	0.963077	NA	1.60669	NA	NA	NA	NA	NA	NA	NA	NA	4.465483	NA	0.635046	1.264378	0.66798	2.029035	NA	NA	2.290067	0.758721	NA	2.20289	1.852894	NA	3.098148	NA	NA	NA	0.894708	0.696797	17.487925	NA	4.7953	1.021967	NA	NA	NA	NA	NA	NA	NA	5.343613	NA	NA	NA	NA	NA	1.022918	NA	NA	41.556726	NA	NA	NA	5.078405	NA	NA	1.24058	NA	NA	NA	71.409717	1.879044	2.08141	0.66259	NA	1.88937	1.35955	NA	NA	NA	NA	NA	11.685413	2.280846	NA	NA	NA	NA	NA	NA	NA	NA	3.523065	NA	NA	NA	0.753788	NA	NA	NA	NA	NA	1.694698	NA
ADAM33	0.698265	0.719031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.85209	1.2868	0.947689	NA	NA	NA	NA	NA	NA	1.775014	1.253581	NA	NA	NA	NA	NA	NA	NA	2.12463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43198	NA	NA	NA	NA	1.824676	NA	4.06952	NA	1.762655	0.445199	2.35709	1.605748	NA	NA	NA	3.11849	NA	NA	NA	NA	3.81281	1.92982	NA	1.09548	NA	NA	3.38357	NA	NA	1.37569	3.398371	3.5558	NA	1.10596	NA	1.429885	NA	NA	NA	2.62067	5.81124	NA	NA	3.79725	NA	NA	NA	2.01453	6.41772	NA	NA	NA	NA	NA	5.58683	NA	6.39368	NA	NA	NA	1.5076	1.12769	5.0293	NA	NA	2.369984	NA	NA	NA	NA	NA	4.67369	NA	6.55881	3.898	NA	NA	0.443104	NA	2.01418	1.18018	1.2886	4.45832	NA
ADAM3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM5P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.697873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM8	5.803393	5.15533	4.61851	14.1781	3.21527	2.2668	9.0792	7.83909	7.58606	3.86422	7.91062	3.38402	2.862449	2.54471	3.9772	2.299733	6.63139	6.93746	6.50447	6.43827	7.47083	15.45463	8.28881	4.38908	10.9684	18.3117	19.8254	3.03088	14.05985	3.42288	2.3679	4.41056	5.88637	8.25829	4.375147	3.21293	5.52949	2.9786	8.39717	48.52983	2.23989	7.19671	3.94748	5.222294	4.10348	6.76437	3.89237	6.93556	43.58132	6.26398	5.05868	4.064303	6.47645	2.69373	2.9843	4.7344	1.31783	3.61322	3.47793	5.24409	4.757689	4.25002	2.66035	0.988283	11.3748	1.03991	7.27476	8.56995	2.42887	7.57206	NA	8.32406	12.98191	4.07901	1.97279	6.55204	9.1798	5.85574	2.207846	13.44599	6.634025	3.02029	16.74698	16.01939	3.84891	6.24777	2.60422	45.3367	5.071001	13.87051	6.26504	6.09285	6.42911	6.51946	6.757937	17.70472	11.28035	18.658357	4.62869	7.381033	5.47669	NA	9.29597	7.17647	10.04847	6.07935	5.07581	2.96034	4.05946	5.44368	5.40563	14.78071	13.1341	8.97878	9.49747	4.30219	34.25038	9.32202	5.25229	5.72792	5.66741	12.4188	12.42447	9.8424	9.72665	10.9727	9.62601	12.36559	11.64131	9.60029
ADAM9	10.49993	20.22983	24.07789	19.846224	48.54183	35.35796	42.74078	22.769647	18.97273	13.5749	53.10346	249.524425	76.111771	64.3867	48.53901	6.18376	73.4649	19.1017	99.4085	34.39002	89.92817	32.4495	53.2175	26.1615	33.2667	49.7525	49.1264	16.292418	29.885026	28.6727	8.41545	24.89433	16.21002	30.562301	30.687036	54.6912	13.92374	42.09668	33.34601	17.47748	11.0395	11.9135	32.47515	109.8886	11.36011	31.041149	6.56445	22.7949	25.48394	15.4794	17.7008	33.64789	5.4459	15.1147	21.8215	26.6309	19.223	45.58256	7.36267	12.0824	12.73693	13.71916	24.7612	114.73278	24.2909	179.42899	9.6576	30.436298	30.18405	73.72242	21.7927	10.31367	15.88131	34.0055	35.82415	35.657913	22.861637	11.857197	9.9015	12.316	4.46178	11.83049	22.6348	18.762	32.94103	NA	14.2296	38.4116	22.73528	35.22663	18.9921	23.0661	49.4768	28.2067	8.895264	45.20755	79.446	56.3835	17.9006	27.7607	21.36547	84.9744	26.1908	49.5931	17.30502	25.6377	15.26498	18.8095	45.679771	20.1252	27.4679	30.7626	19.5118	18.16218	14.4301	37.48017	30.2734	10.0862	52.4175	14.3259	15.3899	39.01442	19.61759	17.507	37.8479	9.74095	19.5501	33.281759	30.2012	61.8372
ADAMDEC1	1.147602	2.64725	2.079673	57.988714	2.28262	4.43784	NA	NA	1.77607	9.27236	NA	NA	NA	2.107955	1.01451	NA	3.55241	1.63402	NA	NA	9.10353	14.5057	2.723	1.16708	3.58851	10.3005	8.94979	NA	1.24855	0.621793	13.25171	1.34279	5.11467	NA	4.096916	NA	6.78019	1.975804	0.783776	5.30113	3.01206	NA	NA	1.96374	1.16109	1.02228	10.73605	0.584132	3.39549	NA	5.13298	0.952653	5.163559	1.17485	1.67679	1.81132	0.777177	3.49099	2.26974	1.94714	0.846079	NA	0.641509	0.684626	NA	NA	NA	6.7455	NA	NA	2.88284	NA	NA	1.50333	NA	5.6843	5.99921	9.07028	NA	1.09296	1.78607	1.272	1.0105	2.21482	0.63218	4.269393	2.75486	10.4229	1.65954	1.08312	13.1049	1.369	11.8863	2.79715	6.30024	2.24835	18.6268	6.08633	5.97008	1.61916	3.36638	NA	2.98371	4.13537	1.46023	6.83273	3.5916	NA	3.36566	NA	1.34043	NA	NA	1.34116	1.07479	1.22041	NA	NA	3.29618	6.04702	2.958865	3.61659	2.67126	5.79833	NA	6.19936	3.48387	1.83469	7.82471	3.75994
ADAMTS1	5.93595	10.64451	1.231957	1.96754	9.80047	3.08356	5.3653	3.19502	2.69969	5.16174	5.619062	1.80216	7.67777	3.9764	8.78011	6.18993	3.60764	8.00697	3.97738	17.02211	3.9479	5.04043	3.289938	5.581779	10.0679	2.68594	2.47962	2.40274	3.65894	8.69825	11.7313	3.63277	7.11425	14.16181	16.58683	2.2388	1.674734	5.33988	5.26095	8.93152	2.13357	6.99836	5.85924	3.43454	9.552861	2.11013	6.21516	6.02735	3.17824	5.23871	5.21479	4.53619	64.54395	5.55734	2.38139	24.3813	4.64782	5.57997	5.78562	4.123	9.09846	19.59612	5.83933	4.655743	2.17974	3.57954	4.70575	73.7943	3.55215	2.67282	4.55998	3.76493	7.48393	4.43733	2.22065	6.88548	6.603037	18.25914	1.38471	5.61754	3.57882	1.72455	1.94423	5.83053	7.36405	9.69002	9.32686	3.14821	2.82909	66.37064	2.90819	3.72663	2.68883	6.31424	13.24536	12.00802	12.11034	22.39673	16.29279	1.51309	14.89697	2.43171	25.99448	4.28475	7.8258	2.71644	6.76015	3.71625	5.95211	6.27573	4.41294	9.35313	5.4786	3.14189	3.49632	4.15268	10.8269	6.27521	1.71078	3.47941	5.22351	18.0108	4.09725	4.88793	3.853627	3.66159	10.03067	6.4709	5.86522	6.14698
ADAMTS10	3.416909	1.13103	NA	2.725107	0.584717	NA	2.53604	NA	0.652036	NA	0.754556	1.417153	8.657833	2.639404	2.98326	0.949096	2.62715	NA	3.040375	1.551324	NA	2.65002	NA	5.097495	0.914675	0.604996	NA	NA	1.25793	1.762362	1.09349	3.403748	10.18297	1.989157	4.391416	3.087513	NA	3.238427	2.015217	5.943665	NA	10.70569	NA	NA	NA	8.11279	0.602733	0.520831	3.109861	NA	2.27995	4.435828	10.02208	2.204567	2.7938	0.9887	2.397736	4.925714	5.234756	0.939684	4.5462	5.458008	2.305613	NA	NA	NA	6.731	3.81123	9.276935	8.35715	NA	6.918501	1.914438	NA	6.713137	5.458117	4.575995	5.917218	NA	6.573486	3.924619	5.19241	4.930617	1.513882	2.363555	7.940479	14.243613	0.994961	7.946338	6.546378	NA	1.58799	1.2835	7.9726	5.889214	3.068183	0.824766	3.59224	1.357629	7.628166	7.530455	NA	7.53972	0.616588	NA	NA	12.536488	3.32662	0.416176	NA	2.878108	3.375173	4.26177	2.045259	7.644174	5.975987	NA	7.06357	11.94439	4.32504	9.314121	4.037339	4.297902	6.69844	3.909191	2.562954	7.68231	2.206821	6.983737	NA
ADAMTS12	NA	5.589885	NA	4.687108	5.764828	1.613429	2.67682	0.756042	4.314108	4.523833	1.08145	3.32482	3.262676	3.462198	1.0988	NA	2.38661	0.917622	3.076508	5.338261	2.64538	5.32543	4.781606	9.768133	3.305105	2.5926	2.57575	NA	1.87718	5.500372	2.535407	5.697845	20.648153	2.794497	3.82659	5.024195	NA	1.0292	0.927194	10.49505	2.251881	4.337686	NA	NA	1.01906	25.93014	3.488222	1.387001	13.388981	5.201749	3.77277	8.4151	8.355233	2.698893	2.3568	3.56961	4.9095	4.13491	4.16329	3.529509	35.262008	3.282595	3.90067	NA	NA	NA	29.714792	2.51357	47.235403	0.599276	NA	28.089416	8.35272	1.44405	7.176261	4.5143	26.383362	NA	7.917814	5.052962	2.193693	31.169721	5.002258	3.70145	3.65695	5.56432	31.681713	3.56248	6.280996	7.294336	3.24209	6.420782	10.5718	4.385377	8.856959	5.44452	4.863431	6.78769	9.60052	3.45399	15.725482	1.539929	15.9519	53.942657	2.055916	5.76195	5.242377	8.40831	8.238782	6.896578	2.97858	3.038981	8.120943	6.65048	4.50292	9.699268	3.865315	NA	4.14156	8.95701	11.352676	2.01669	2.576464	3.59504	0.602936	4.018657	5.97728	5.89888	9.09278	3.2645
ADAMTS13	NA	NA	NA	NA	NA	NA	0.612455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.182396	NA	NA	NA	2.67205	NA	NA	NA	NA	NA	NA	NA	NA	5.791019	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.894449	NA	1.140035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.584731	NA	NA	5.737226	3.35797	NA	NA	0.49115	NA	NA	NA	NA	NA	NA	1.311253	3.201715	NA	2.81228	0.59413	NA	3.429241	NA	NA	NA	NA	NA	0.595223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07654	0.794397	NA	NA	NA	NA	NA	NA	NA	NA	1.9381	0.754906	1.694605	NA	1.68736	NA	NA	NA	2.40077	NA	NA	NA
ADAMTS14	1.162342	NA	NA	1.0468	0.533471	NA	NA	11.009335	6.203322	NA	3.641192	NA	NA	NA	NA	NA	2.426884	6.793741	NA	NA	NA	0.990591	NA	NA	NA	1.721466	3.235927	NA	NA	NA	NA	1.838868	4.097086	7.23883	NA	NA	1.07011	1.411469	1.339487	4.598402	NA	NA	NA	NA	1.27266	4.550025	NA	NA	0.365216	1.028863	1.915904	5.947702	8.425404	2.949163	3.742844	3.14069	8.637729	3.968722	4.876943	10.128257	0.730184	NA	0.909778	NA	NA	NA	2.130954	11.561877	12.954911	2.653948	NA	5.864973	4.397911	NA	1.268259	1.536192	3.725797	3.718596	4.295085	NA	0.838219	5.245131	0.661885	NA	NA	6.853881	2.487658	1.930865	NA	0.692899	11.355953	NA	NA	NA	6.899598	7.031089	NA	0.651025	1.20501	NA	2.088632	NA	9.458059	1.808495	NA	NA	3.270399	NA	NA	NA	4.014396	NA	NA	0.835886	9.941088	1.647088	NA	NA	NA	11.561567	3.57708	1.49608	3.86198	2.575424	2.464254	NA	2.262602	NA	4.980167	0.667635
ADAMTS15	1.707085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.607035	NA	2.407541	NA	NA	NA	NA	NA	NA	NA	1.763263	NA	NA	NA	3.583399	4.02801	NA	NA	NA	1.67399	NA	NA	NA	2.792574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.458196	NA	1.42388	21.31036	1.386444	2.54785	3.407174	0.530778	2.774482	NA	NA	3.162252	3.23052	3.04123	NA	2.67838	NA	NA	1.37706	NA	NA	NA	NA	3.886314	NA	NA	1.28828	1.11826	3.198108	NA	1.603817	NA	NA	NA	3.395175	NA	1.706818	10.324659	NA	1.54086	3.451475	NA	NA	NA	0.706795	4.424066	NA	NA	4.22023	NA	NA	3.24963	NA	0.802974	6.03398	NA	NA	4.33216	2.396008	NA	NA	3.839154	1.537616	0.857715	NA	NA	NA	NA	1.06196	3.32628	NA	2.825711	2.618081	8.537275	2.153157	NA	1.790025	2.780656	NA	3.653274	NA
ADAMTS16	1.623848	NA	NA	NA	2.235005	NA	11.578345	NA	0.625023	0.826247	NA	1.878612	NA	1.664998	NA	NA	1.541447	11.241753	NA	NA	NA	2.589847	0.65403	NA	NA	2.55692	0.699993	NA	1.562624	NA	NA	4.173504	0.856493	4.613484	0.271605	1.743838	NA	2.57653	NA	4.70326	NA	NA	NA	NA	NA	32.269009	0.624259	NA	16.002376	NA	1.22396	NA	14.676223	NA	NA	NA	2.06218	2.088194	1.11952	NA	3.38949	NA	NA	NA	NA	NA	4.055425	1.65559	0.741429	3.188254	NA	3.261929	NA	NA	1.19938	1.29379	3.879308	NA	NA	NA	NA	4.556751	NA	NA	4.87403	4.28415	1.937088	2.191697	NA	NA	NA	NA	NA	NA	5.258572	8.986185	NA	2.48323	3.65552	1.48487	11.032871	NA	10.60271	NA	NA	NA	5.658643	NA	NA	NA	4.75776	NA	NA	NA	NA	3.078587	NA	NA	6.97713	2.626076	4.405128	3.20053	NA	6.386056	NA	NA	3.318644	2.297914	13.662941	3.1428
